PETITION_NBR,FILING_DATE,OFFICIAL_TITLE,TYPE,STATUS,ASSOCIATION_ROLE,ASSOCIATION_NAME,RESIDENCY_COUNTRY,GOAL,SIGN_NBR_ELECTRONIC,SIGN_NBR_PAPER,MOTIVATION
1755,31/03/2021,"Lëtzebuerger Sprooch MUSS erëm virrangeg behandelt ginn. Lëtzebuerger Sprooch am Geschriwwenen a Geschwaten als Haaptsprooch unerkennen.",ORD,CLOTUREE,,,LU,"D Sproch Letzebuergesch soll a muss  als Haptsproch zu Letzebuergesch jiddereen als Kandidat op eng Staats oder Gemengeplatz schwätzen a schreiwe kennen. An all europäischen Länner sin d Nationalsproch e Must, just hei zu Letzebuerg ganz oft net.
An de Schoulen muss Letzebuerger Sproch als offiziellt Fach unerkannt gin, an all offizielle Gremien an Arbechtsplatzen zu Letzebuerg muss dei national Sproch op Nummer e Muss sin a geleiert gin.
Och a besonnesch op Platzen WOU eeler Leit betreit a gepflegt gin, muss Letzebuergesch als Haptsproch gellen.Verstoen, schwätzen a schreiwen.
Aktuell hun mir 3 offiziell Amtssprochen, ok, mee Letzebuergesch muss als 1.Haptsproch unerkannt gin.
Iwwerall am Land, och courrier soll a muss als EISCHT op Letzebuergesch unerkannt gin.
",,,"Et get drems, dass och all eeler Leit an och Männer ausgebildet Leit an de Kliniken, Pflegeheemer an an Geschäfter zu Letzebuerg mat hirer Mammesproch weidergehollef kreien. Mir hun näicht geint aner Sprochen, fuederen just dass jiddereen Letzebuerg schwätzen, verstoen an äntweren kann.
"
1756,11/01/2021,"Justice sociale pour les indépendants",PUB,CLOTUREE,,,LU,"Aligner le système de sécurité sociale des indépendants sur celui des salariés",1471,0,"Des carences dans le système de protection sociale des indépendants limitent leur capacités à réussir et à surmonter la situation de crise actuelle que nous traversons.

La Chambre de Commerce l\u2019a rappelé en mai 2020: le taux de risque de pauvreté des indépendants est plus de deux fois plus élevé que celui des salariés.

Alors que plus de 35.000 indépendants cotisent une double part par rapport aux salariés, il y a une énorme injustice sociale:
\u2022	en cas d\u2019incapacité de travail, les indépendants ne sont pas couverts pendant les premiers 77 jours et doivent continuer à payer leurs cotisations sociales et
\u2022	les indépendants ne bénéficient pas d\u2019indemnités de chômage partiel.

Pour éviter des drames humains qui pourraient engendrer une détérioration de la santé mentale, des suicides et faillites personnelles des indépendants, nous demandons de rapprocher le régime de sécurité sociale des salariés et des indépendants, notamment:
\u2022	La double part de la cotisation des indépendants égale avec celle des salariés,
\u2022	Couverture en cas d\u2019incapacité de travail dès le 1er jour sans devoir prendre une assurance supplémentaire,
\u2022	En cas de force majeure, accès au revenu de remplacement, comme les indemnités de chômage partiel à titre de 80/100 du salaire annuel déclaré l\u2019année antérieure, tout en respectant le plafond en vigueur pour les salariés,
\u2022	Attribution du salaire social minimum (SSM) dès le premier mois de cotisation qui correspond au lancement de leur activité."
1757,12/01/2021,"SUPPRESSION DES COTISATIONS SOCIALES POUR LES SECTEURS DE L'HORECA ",PUB,CLOTUREE,,,LU,"Afin de pérenniser le secteur de la restauration et permettre aux patrons de ne pas licencier en masse, on demande solennellement au gouvernement  à nous effacer la dette des cotisations sociales. ",10,,"Cette pétition est déposée dans le but d'apporter du réconfort à tous les secteurs de l'Horeca. Seul le gouvernement peut nous aider,  nous les restaurateurs de ces moments difficiles."
1758,15/01/2021,"Introduction de l'impôt de 8% sur les biens non habités et/ou abandonnés",PUB,CLOTUREE,,,LU,"Limiter les propriétés et terrains non habités et/ou abandonnés pour limiter la spéculation et l'augmentation des prix du logement",51,,"L'Essentiel vient de publier aujourd'hui, 15/01/2021, que les prix du logement au Luxembourg ont augmenté de 13,6% au troisième trimestre 2020 par rapport au troisième trimestre 2019. Ceci est une situation honteuse et insoutenable. Ceci n\u2019est dû qu\u2019au fait que il n\u2019y a pas assez de logement pour tous les habitants, et ce parce que, d\u2019une on ne construit pas assez, et de deux, parce qu\u2019il y a plein de logements vides que des familles gardent pour spéculer, et des terrains qui ne sont ne construits ni vendus avec le même but de spéculation. Ceci provoque une explosion des prix, devenus impayables pour des personnes, seules, pour des jeunes et même pour des ménages avec 2 salaires moyens. Cette flambée des prix est prohibitive ! Il faut introduire un impôt lourd, pour motiver les propriétaires à mettre en vente leur propriétés abandonnées et terrains vides. Plus d\u2019offre sur le marché baissera les prix ! Cette petition propose de mettre en place un impôt sur propriété vide/ abadonnée de 8% de la valeur actuelle du bien, à payer annuellement."
1759,15/01/2021,"Vereinfachung des Rückerstattungsverfahrens der CNS durch digitale Einreichung",PUB,RECLASSEE,,,DE,"Mit der Petition soll erreicht werden, das die Versicherten keine Original-Rechnungen mehr an die CNS senden müssten, um eine Erstattung zu erhalten. Stattdessen können die Rechnungen zum Beispiel über das System \u201EMyGuichet\u201C, vergleichbar mit der Steuererklärung, gescannt und zur direkten Bearbeitung an die CNS weitergegeben werden. 
Man spart zum einen das Versenden der Rechnungen per Post, dies führt zu einer schnelleren Bearbeitung der Rückerstattung und zum anderen können Rechnungen auf dem Postweg verloren gehen und müssen in diesem Fall erneut beim Behandler angefordert und mit entsprechender Bearbeitungsdauer eingereicht werden, da die Rechnungen auf gesichertem Weg der CNS zugestellt werden. Durch das bereits erfolgte Scannen kann der Vorgang sofort durch die automatisierte Vorprüfung laufen und bei positiver Prüfung direkt erstattet werden. 

Ziel: Beschleunigung der Bearbeitung von Rückerstattungen, Verringerung der Arbeitsbelastung, Kundenzufriedenheit verbessern, Zeitgewinn
",235,0,"Die schnelle Erstattung von den im Voraus bezahlten Rechnungen der medizinischen Dienstleister bringt dem Versicherten den Vorteil, das er sein Geld schneller zurück erhält, dies wäre vor allem bei höheren Rechnungsbeträgen sehr begrüßenswert, da nicht jede/-r Versicherte /-r auf eine Rückerstattung warten kann, dies auch im Hinblick auf Bearbeitungszeiten der CNS von acht bis zehn Wochen. Damit könnte eine Verbesserung der Kundenzufriedenheit erreicht werden.
Gleichzeitig würde der Arbeitsaufwand für die Angestellten der CNS weitreichend minimiert werden, da viele Rechnungen nicht erst dort per Post angeliefert, manuell vorbereitet und sortiert werden müssten, um dann dort zum Scannen und zur weiteren Prüfung gebracht werden zu müssen. Rückfragen könnten ebenfalls über \u201EMyGuichet\u201C erfolgen, was auch zu einem Zeitgewinn führen würde.
Auch müssen die in Papier vorgelegten Belege nach der Bearbeitung nicht mehr zur Vernichtung gebracht werden, was auch eine Vermeidung von unnötigen Abfallbergen beiträgt. 

Zusammenfassung: Erhöhen der Kundenzufriedenheit durch schnellere Erstattung der Versicherungsleistung, Verringerung des Arbeitsaufwands, Abfallvermeidung, Beschleunigung der Abläufe, Erreichen einer höheren Digitalisierungsquote, die auch von der Regierung eingefordert wird
"
1759,31/03/2021,"Vereinfachung des Rückerstattungsverfahrens der CNS durch digitale Einreichung",ORD,CLOTUREE,,,DE,"Mit der Petition soll erreicht werden, das die Versicherten keine Original-Rechnungen mehr an die CNS senden müssten, um eine Erstattung zu erhalten. Stattdessen können die Rechnungen zum Beispiel über das System \u201EMyGuichet\u201C, vergleichbar mit der Steuererklärung, gescannt und zur direkten Bearbeitung an die CNS weitergegeben werden. 
Man spart zum einen das Versenden der Rechnungen per Post, dies führt zu einer schnelleren Bearbeitung der Rückerstattung und zum anderen können Rechnungen auf dem Postweg verloren gehen und müssen in diesem Fall erneut beim Behandler angefordert und mit entsprechender Bearbeitungsdauer eingereicht werden, da die Rechnungen auf gesichertem Weg der CNS zugestellt werden. Durch das bereits erfolgte Scannen kann der Vorgang sofort durch die automatisierte Vorprüfung laufen und bei positiver Prüfung direkt erstattet werden. 

Ziel: Beschleunigung der Bearbeitung von Rückerstattungen, Verringerung der Arbeitsbelastung, Kundenzufriedenheit verbessern, Zeitgewinn
",,,"Die schnelle Erstattung von den im Voraus bezahlten Rechnungen der medizinischen Dienstleister bringt dem Versicherten den Vorteil, das er sein Geld schneller zurück erhält, dies wäre vor allem bei höheren Rechnungsbeträgen sehr begrüßenswert, da nicht jede/-r Versicherte /-r auf eine Rückerstattung warten kann, dies auch im Hinblick auf Bearbeitungszeiten der CNS von acht bis zehn Wochen. Damit könnte eine Verbesserung der Kundenzufriedenheit erreicht werden.
Gleichzeitig würde der Arbeitsaufwand für die Angestellten der CNS weitreichend minimiert werden, da viele Rechnungen nicht erst dort per Post angeliefert, manuell vorbereitet und sortiert werden müssten, um dann dort zum Scannen und zur weiteren Prüfung gebracht werden zu müssen. Rückfragen könnten ebenfalls über \u201EMyGuichet\u201C erfolgen, was auch zu einem Zeitgewinn führen würde.
Auch müssen die in Papier vorgelegten Belege nach der Bearbeitung nicht mehr zur Vernichtung gebracht werden, was auch eine Vermeidung von unnötigen Abfallbergen beiträgt. 

Zusammenfassung: Erhöhen der Kundenzufriedenheit durch schnellere Erstattung der Versicherungsleistung, Verringerung des Arbeitsaufwands, Abfallvermeidung, Beschleunigung der Abläufe, Erreichen einer höheren Digitalisierungsquote, die auch von der Regierung eingefordert wird
"
1760,16/01/2021,"Pour l\u2019élection des Juges de Paix et des Procureurs d\u2019État par les électeurs",PUB,CLOTUREE,,,LU,"Le but étant d\u2019en finir avec le fossé qu\u2019il y a entre des Juges de Paix et des Procureurs d\u2019Etat omniprésents dans nos affaires qui occupent le citoyen de base et ces magistrats nommés dans une obscurité totale.

L\u2019élection des Juges de Paix et des Procureurs d\u2019Etat mettrait les électeurs au centre de l\u2019appareil judiciaire.

Nous élisons bien les Bourgmestres, les Députés, mais les électeurs n\u2019ont rien à dire sur la nomination des Juges de Paix et des Procureurs d\u2019Etat qui sont investis des pouvoirs les plus extraordinaires et qui interviennent dans nos vies.

",18,0,"De la même manière que notre démocratie exige que les électeurs élisent leur Bourgmestre, échevins et Députés, ce qui conduira à créer l\u2019Executif pour gouverner et la Chambre des Députés pour voter des lois. Nous devons aujourd\u2019hui plus que jamais nous poser pourquoi nous sommes écartés de la nomination des Juges de Paix et des Procureurs d\u2019Etat, qui actuellement ne doivent rendre compte de leur travail aux électeurs."
1761,16/01/2021,"Lebensmittelüberfluss & Wegschmeißpolitik in Lebensmittelgeschäften ",PUB,IRRECEVABLE,,,DE,,,,
1762,17/01/2021,"Corona: all Geimpften soll seng Grondrechter direkt zréckkréien / toute personne vaccinée doit récupérer ses droits fondamentaux immédiatement
",PUB,CLOTUREE,,,LU,"Jiddereen, dee komplett géint de SARS-CoV-2-Virus geimpft gouf, soll nees direkt an de vun der Verfassung garantéierte Genoss vu senge Grondrechter kommen.
Toute personne ayant été vaccinée contre le virus SARS-CoV-2 doit récupérer immédiatement ses droits fondamentaux garantis par la Constitution.",93,0,"Zanter den éischten noutwendege Restriktiounen am Mäerz 2020 goufen duerch d'Chamber allerlee vun der Verfassung garantéiert Grondrechter vun de Leit ganz staark ageschränkt (Versammlungsverbuet, Couvre-feu, Horesca-Verbued, Kulturell Aktivitéiten, Sport etc.). Mam Hiweis, dass d'Situatioun an de Spideeler riskéiert ausser Kontroll ze geroden, wann ze vill Infizéierter mateneen d'Intensivstatiounen géingen iwwerlafen. 
Enn Dezember 2020 koumen dunn déi éischt Persounen an de Genoss vun enger Impfung, déi laut Regierung de beschte Wee ass, fir d'Pandemie an de Grëff ze kréien:
""La vaccination est le moyen le plus efficace de prévenir les maladies infectieuses. Maintenant, grâce aux efforts conjoints de la communauté médicale globale, nous avons la chance d\u2019avoir accès à des vaccins contre le SARS-CoV-2, ce qui constitue un élément essentiel dans la lutte contre la COVID-19 et nous aidera à juguler la pandémie et ses effets sur notre santé et notre société.
Cela permettra de réduire les conséquences sanitaires, sociales et économiques de la pandémie de COVID-19. Le vaccin contribuera à sauver des vies et à utiliser au mieux nos ressources.""
 Et mécht deemno kee Sënn méi, fir geimpfte Persounen déi selwecht Restriktiounen ze imposéieren, wéi deenen Net-Geimpften. Fir d'soziaalt, dat kulturellt an dat ekonomescht Liewen zu Lëtzebuerg net nach méi ze schiedegen, ass deemno déi direkt Ophieweung vun de Restriktiounen fir geimpfte Leit déi eenzeg logesch Konsequenz.

Depuis les premières restrictions nécessaires en mars 2020, la Chambre des députés a restreint de façon considérable les droits fondamentaux des gens garantis par la Constitution (interdiction de se rassembler, couvre-feu, fermetrures dans le secteur Horesca, activités culturelles, sport etc.). Et cela en précisant que la situation dans les hôpitaux risquerait d\u2019échapper au contrôle si trop de personnes infectées y inondent les stations de soins intensifs.
Les premières personnes avaient la chance fin décembre 2020 de se faire vacciner. Un vaccin, qui selon le gouvernement, serait la meilleure méthode de remédier à la pandémie:
""La vaccination est le moyen le plus efficace de prévenir les maladies infectieuses. Maintenant, grâce aux efforts conjoints de la communauté médicale globale, nous avons la chance d\u2019avoir accès à des vaccins contre le SARS-CoV-2, ce qui constitue un élément essentiel dans la lutte contre la COVID-19 et nous aidera à juguler la pandémie et ses effets sur notre santé et notre société.
Cela permettra de réduire les conséquences sanitaires, sociales et économiques de la pandémie de COVID-19. Le vaccin contribuera à sauver des vies et à utiliser au mieux nos ressources.""
Il ne fait donc aucun sens d\u2019imposer aux personnes vaccinées les mêmes restrictions qu\u2019aux non-vaccinés. Afin de ne nuire d\u2019avantage à la vie sociale, culturelle et économique du Luxembourg, la levée immédiate des restrictions pour les personnes vaccinées en est le corollaire."
1763,18/01/2021,"Limitation du nombre de propriétés par ménage pour donner droit à tout le monde d'être propriétaire",PUB,CLOTUREE,,,LU,"Eviter la especualtion et la flambée des prix",67,0,"L'Essentiel vient de publier aujourd'hui 15/01/2021 que les prix du logement au Luxembourg ont augmenté de 13,6% au troisième trimestre 2020 par rapport au troisième trimestre 2019. Ceci est une situation honteuse et insoutenable. Ceci n\u2019est dû qu\u2019au fait que il n\u2019y a pas assez de logement pour tous les habitants et ce parce que d\u2019une on ne construit pas assez, et de deux, parce qu\u2019il y a des fonds d\u2019investissement et des familles fortunées qui décident d\u2019investir dans la brique et y achètent beaucoup trop de biens à des prix monstrueux, faisant donc exploser les prix. Certaines familles/fonds  possèdent plus de 100 appartements à Luxembourg ! tandis que d\u2019autres ne peuvent même pas s\u2019n acheter 1 seul pour y vivre. L\u2019accès au logement doit être garantie pour tous, c\u2019est un droit. Il faut interdire la propriété de plus de 5 logements à Luxembourg par la même famille ou fond d\u2019investissement.
Stop à l\u2019spéculation et la flambée des prix ! 
Ceux possédant plus de 5 logements devront les mettre en vente dans l\u2019espace de 10 ans, permettant ainsi de baisser les prix. 

"
1764,17/01/2021,"Ofschafen vun der Steierklass 1 wann de Mann oder d'Fra verscheed ",ORD,CLOTUREE,,,LU,"Ofschafen vun der Steierklass 1 wann de Mann oder d'Fra verscheed ",,,
1765,18/01/2021,"Unerkennung vum BTS Diplom (Bac+2) am staatlechen Salairessystem",PUB,SEUIL_ATTEINT,,,LU,"Zil ass Unerkennung vum BTS Diplom (Bac +2) am staatlechen Salairessystem.",4623,0,"Den Lëtzebuerger Schoulsystem bitt den BTS (Bac+2) an verschiddenen Sektiounen un, mais den Lëtzebuerger Staat erkennt en net am staatlechen Salairessystem un. Vir den Ofstand vum Salaire teschend der jëtzeger B1 an A2 carrière ze verréngeren, kéint eng A3 carrière am Salairessystem dobäifüügt ginn. Heibäi ass Ausschlaggebend, dass den BTS vum schouleschen Ofschloss méi no un engem Bachelor (A2) wei un engem secondärsofschloss (B1) ass."
1766,19/01/2021,"Pour qua les nuvele commerçant Horesca après pandémie minster donez pas aide ,nous paie ausi loyer ,cns electricite  com indépendants donr rien  ,notre familie vivre avec qua ?",PUB,IRRECEVABLE,,,LU,,,,
1767,22/01/2021,"Fir eng partiell Ouverture vum Horesca Secteur",PUB,CLOTUREE,,,LU,"Eng partiell Ouverture vum Horesca Secteur",330,,"Den Horesca-Secteur muss säit Méint seng Dieren zouloossen. Trotz enger Verbesserung vun der Situatioun, sollen se elo weider zoubleiwen.  Et kann een am Respekt vun allen Mesuren de Secteur partiell erëm opmaachen, wat och fir vill Betriber wichteg wäert sinn, dass se net an d\u2019Faillite falen. En partiellt Opmaachen géif bedeiten, dass een am Stot an engem Restaurant kënnt zesummen iessen. Wuelwessend, dass et do en administrativen Opwand gëtt, kann dat och kontrolléiert ginn. Mat enger composition de ménage an der carte d\u2019identité kinnt een beleeën, dass een aus engem Stot kennt.Zudeem sollt et erlaabt sinn, dass een 2 weider Leit aus engem Stot kënnt invitéieren ewéi bei sech Heem. Mat dëser Ëmsetzung wier de Risiko sech unzestiechen net méi héich wéi elo mat allen Mesuren bei sech doheem! Wann Dëscher ofgetrennt sinn an/oder en Ofstand vun 2Meter besteet,sinn déi weider Mesuren agehalen an den Infektiounsrisiko wier immens minimal. Parallel dozou kann een natierlech  fir all Plaz eng Héchstzuel vun Visiteure definéieren, wéi dat och schonns an den grandes surfaces de Fall ass. Mat enger partieller Ouverture misst och de Staat net esou héich Hellefstellungen opbréngen, wéi dat elo bei enger kompletter Fermeture, wou just den Take-Away erlaabt ass, de Fall ass.  Dëst géif Restaurants an hier Aarbechter ënnerstëtzen an och an deem secteur géifen déi nämlecht Secherheetsmesuren gellen wéi an aneren Secteuren."
1768,24/01/2021,"Demande de démission immédiate de Mme Monica Semedo (Eurodéputée)",PUB,IRRECEVABLE,,,LU,,,,
1769,24/01/2021,"Respect de la vitesse dans les VILLAGES",PUB,CLOTUREE,,,LU,"installer des feux comportementaux pour respecter la vitesse dans les villages . Pour sécuriser les piétons et éviter des accidents et en plus d'apprendre de la discipline aux conducteurs . Mais attention ce système ne rapporte rien à l'état alors il faut s'accrocher pour avoir un résultat.",98,0,"supprimer le danger sur les routes dans les villages"
1770,25/01/2021,"Les agences immobilières nécessitent d'avoir un mandat de vente écrit pour toute mise en vente d'un bien immobilier",PUB,CLOTUREE,,,LU,"Le but est que le marché soit régularisé selon les normes, c.à d. dans tout mandat de vente, la nature du bien immobilier, la durée de la mise en vente ,le prix de vente et la commission d'agence sont clairement stipulés.
",11,,"La motivation est que le marché soit de nouveau transparent. Trop d'agences se prennent la liberté de mettre en vente des biens immobiliers sans avoir reçu de mandat de vente oral/écrit ou  - plus grave encore - sans jamais avoir pris contact avec le propriétaire ou sans avoir visité l'objet immobilier.Il y a tout simplement trop d'agences qui n'ont absolument aucune inhibition à faire ce qu'ils veulent.
"
1772,25/01/2021,"Changement de Politique Migratoire - Biélorussie ",PUB,IRRECEVABLE,,,LU,,,,
1773,25/01/2021,"Tiers payant d\u2019honoraire médical ",PUB,IRRECEVABLE,,,LU,,,,
1774,26/01/2021,"Adoption plénière pour tous les couples, non pas seulement les couples mariés",PUB,CLOTUREE,,,LU,"Pour fonder et former une famille, il faut surtout de l'amour et du respect et non pas un un acte signé. Les personnes qui forment un couple et qui vivent ensemble (concubinage) doivent avoir les mêmes droits que les couples mariés afin d'adopter un enfant. En 2021 un pays comme le Luxembourg n'a plus besoin de lois dépassées.

Fir eng Famill ze grennen an ze sinn, brauch ee Léift a Respekt a keen ennerschriwenen Acte. Persounen, déi eng Koppel sinn an zesummen liewen, sollten déi selwescht Rechter hunn, wéi bestuede Koppelen, fir kenen e Kand ze adoptéieren. Am Joer 2021 brauch e Land wéi Letzebuerg keng veraalte Gesetzer méi.

Um eine Familie zu gründen, sind Liebe und Respekt erforderlich. Dazu wird kein unterschriebenes Dokument benötigt. Personen, welche ein Paar sind und zusammenleben, sollten die gleichen Rechte erhalten, wie verheiratete Paare, um ein Kind zu adoptieren. Im Jahre 2021 sollte ein Land wie Luxemburg auf veraltete Gesetze verzichten.",49,,"Adoption plénière pour TOUS les couples qui veulent fonder une famille.

Volladoptioun fir ALL Koppel, déi eng Famill grënne wëll.

Volladoption für ALLE Paare, die eine Famile gründen möchten."
1775,26/01/2021,"Transparence de communication des instituts financiers dans le cadre des fonctionnalités ""open banking"" à la suite de la directive PSD 2 et les possibilités de recourir au ""paperless"" lors de l'envoi des extraits bancaires ou autres documents",PUB,CLOTUREE,,,LU,"La directive PSD 2 a été introduite pour ouvrir de nouvelles fonctionnalités et plus particulièrement la possibilité de consulter et gérer différents comptes bancaires à travers une interface unique (que ce soit via une autre banque ou par une Fintech).
PSD 2 ne semble pas avoir prévu la possibilité d\u2019échanger les documents (les extraits bancaires, \u2026). Par conséquent tout consommateur sera obligé à se connecter au système de banque en ligne séparé pour consulter/télécharger les documents. Le but de PSD 2 est de permettre une gestion à travers un système unique et les extraits bancaires en constituent un élément essentiel.
Par ailleurs, les banques permettent une option dite de paperless. Par ce choix, certaines banques semblent se déresponsabiliser de tout communication envers leur clientèle en demandant notamment que le client accepte que tout document soit considéré comme reçu. Cette « fonctionnalité » ne permet pas de distinction entre le type de correspondance (extraits bancaires vers notification de changement des conditions générales) et dès lors réduit fortement les droits des consommateurs à une information transparente. Les instituts financiers devraient permettre aux consommateurs le choix de pouvoir recevoir une notification par e-mail, assurant ainsi que tout client est informé, en substitut de la correspondance par voie postale.
",4,,"Les nouvelles technologies permettent de réduire les frais de communications. Après revue des conditions de certaines banques et un intérêt personnel à recourir aux fonctionnalités dites de paperless, je me suis rendu compte que les instituts financiers obligent les consommateurs dans ce cas à renoncer à toute communication par voie autre que l\u2019e-banking. Cet amalgame risque en effet être contre les intérêts des consommateurs. Un extrait de banque, aussi banale qu\u2019il puisse sembler, correspond à un document aussi important pour le consommateur qu\u2019un contrat et l\u2019institut financier doit activement assurer que tout client est informé de l\u2019existence en ligne avec l\u2019obligation historique lors de l\u2019envoi des extraits bancaires par voie postale.
Une autre conséquence du paperless est qu\u2019il s\u2019agit d\u2019un frein à l\u2019adoption des fonctionnalités de l\u2019open banking dans le cadre du PSD 2. Les consommateurs doivent continuer à se connecter via l\u2019e-banking de chaque institut pour consulter/télécharger l\u2019extrait (sous format PDF), remettant en cause l\u2019utilité du PSD 2.
L\u2019open banking prévu au PSD 2 sera plus facilement adopté par les consommateurs si au moins les extraits bancaires sont disponibles à travers l\u2019interface unique.
"
1776,26/01/2021,LETZEBUERGERSPROOCH,PUB,IRRECEVABLE,,,LU,,,,
1777,26/01/2021,"Aufheben der nächtlichen Ausgangssperre in Luxemburg",PUB,CLOTUREE,,,LU,"Es ist das Ziel in der Nacht unterwegs sein zu können ohne eine Geldstrafe zahlen zu müssen.",347,,"Man sollte soweit das Covid-19 Gesetz es erlaubt im kleinen Kreis feiern können und jeder Zeit nach Hause fahren können. Schließlich ändert es nichts an der Ansteckungsgefahr, ob man 2 oder 5 Stunden  mit einem anderen Menschen in Kontakt ist. Außerdem kann man niemanden anstecken wenn man alleine nach Hause geht."
1778,28/01/2021,"Sauver, réanimer ET SURTOUT GARDER EN VIE le secteur HORESCA...
",PUB,CLOTUREE,,,LU,"Horesca se constitut non seulement des indépendents qui tiennent un établissement, mais aussi des employés loyals qui travaillent durs la semaine et weekends, pour la satisfaction totale du client. Puis on a la brasserie, notamment les brasseries, qui supplient et livrent les établissements Horesca 24/7... On a les fournisseurs d'alimentations, comme cobolux et la provencale etc....qui se lèvent tôt le matin pour que les commandes soient livrées à temps etc etc... Le but de cette pétition est de supporter, non seulement financièrement, mais aussi moralement et politiquement les milliers travailleurs du secteur HORESCA pendant cette crise économique et ""sanitaire"".... ",33,0,"La première motivation de cette pétition, est de garder en vie notre patrimoine national, donc L'HORESCA.... Comme tout le monde le sais, ce secteur est le secteur le plus touché de cette crise catastrophique. Des milliers de personnes sont touchées forte, moralement et financièrement par cette crise et elles ont besoin de notre support.... Malheureusement le support du peuple général n'as pas apporté assez de fruits pour ce secteur "" in danger"" .... C'est pour ça,  l'idée de lancer cette pétition URGENTE pour faire AUSSI APPEL aux nos chèrs politiciens, de cèder une portion de leurs rénumérations politiques mensuels( p.ex 10% ) à nos confrères du secteur HORESCA....comme support, non seulement financièrement, mais SURTOUT Politiquement."
1779,28/01/2021,"La commission de vente d'une agence immobilière agréée au Luxembourg sera de 3% + TVA pour toute vente d'un bien immobilier situé au Grand-Duché de Luxembourg",PUB,CLOTUREE,,,LU,"Le but est d'éviter les allers-retours constants de la commission d'agence et d'arriver finalement à un dénominateur commun pour tout le pays.",16,,"Il serait beaucoup plus facile d'avoir une commission d'agence immobilière commune pour tout le pays. On éviterait ainsi une manipulation malhonnête par différentes agences."
1780,28/01/2021,"Aschreiwung op enger Lëscht fir Covid Impfung",PUB,CLOTUREE,,,LU,"Das Leit sech op engem Öffentlechem Site,am ideal Fall bei der Santé oder op hierer Gemeng,kennen anschreiwen,wann Sie geint de Covid well geimpft gin.",538,,"Fir net oneideg Zeit ze verschwenden,Leit unzeschreiwen,dei sech net wellen Impfen lossen.
Esou kann Santé unhand vun esou enger Lescht Leit unschreiwen,dei wellen geimpft gin an mussen net 2 Wochen op Persounen warden,Dei sech net wellen impfen lossen"
1781,29/01/2021,"Autorisation du port d'armes de self-defense non létales",PUB,CLOTUREE,,,LU,"Permettre aux citoyens de se défendre lors d'une agression en autorisant le port d'armes de self défense non létale de type gazeuse lacrymogène ou taser.",64,,"La hausse constatée des agressions et de l'insécurité au Grand Duché de Luxembourg. "
1782,25/01/2021,"Réouverture des centres de Fitness avec un port de masque obligatoire sous peine d'exclusion",PUB,CLOTUREE,,,LU,"La petition a pour but la réouverture les salles de fitness avec le port du masque généralise et obligatoire, tout en gardent les vestiaires fermés et la désinfection constante des machines avant et après l'exercice, avec une peine d'exclusion des membres qui ne respecterait cette consigne. ",80,,"Apres plusieurs etudes, c'est prouvé que le covid-19 atteint d'avantage les gens obèses ou avec un deficit au niveaux de ça condition physique.
Le sport est important et necessaire pour le bien être de notre santé mentale et ça pratique servirait a réduire les effets psychiques de la fatigue lie au confinement.
Ceci permettrait aux personnes de sortir de leur quotidien chargé de stress et de profiter d'un moyen de decompression afin de mieux gérer les impositions des gouvernements concernant les mesures restrictives actuelles sans pour autant metre en risque la vie d'autrui."
1783,29/01/2021,"Pour le droit à une vie sociale et stable pour les professionnels du taxi",PUB,CLOTUREE,,,LU,"La reconnaissance d'un salaire minimum qualifié aux salariés du secteur de Taxi et paiement obligatoire des heures supplémentaires fournies.",54,0,"Avec l'émergence de la nouvelle loi afin de faire baisser les prix fournis par le secteur des taxis, créant ainsi plus de concurrence, il est impératif de créer une imposition aux employeurs du paiement fixe du salaire minimum qualifié, majoré des heures supplémentaires fournies. Étant donné que le conducteur doit suivre une formation spéciale avec des qualifications en secourisme, cette mesure permettra de créer plus d'emplois pour les employeurs ainsi que la stabilité psychologique des travailleurs. Les salaires des chauffeurs sont basés uniquement pour le moment avec le pourcentage sur le chiffre d'affaires, ce qui entraîne déjà un effort énorme en nombre d'heures et de jours de travail effectués. Il ne faut pas oublier que presque tous les conducteurs sont des parents avec enfants et femme et ont le même droit de vivre que tout autre travailleur dans un autre secteur. Avec les nouveaux modes de réservation en ligne et les nouvelles technologies numériques, il est tout à fait possible de créer cette garantie pour le travailleur dès lors qu'il est possible d'étudier et de prévoir un montant mensuel et un flux de clients pour les entreprises. En revanche, Il faudrait créer une subvention pour inciter les entreprises à baisser les prix pour le client, créant ainsi une plus grande mobilité sur le territoire luxembourgeois."
1784,31/01/2021,"Déclarer 3 jours fériés au moment où la pandémie Covid19 sera vaincue et proposer de faire pareil dans tous les États membres de l'Union Européenne",PUB,CLOTUREE,,,LU,"Permettre aux gens de voir tous leurs proches, aux associations d'organiser des événements, retrouver une vie sociale.",41,,"Tous les gens ont tellement souffert avec lock-down, couvre-feu et toutes les restrictions. Ceci permettrait de vraiment vivre des moments sociaux et certainement redonnerait un peu de joie à tous les citoyens. Les gens pourraient se voir dans les restaurants avec leur famille, aller boir un verre avec leurs amis."
1785,31/01/2021,"Projet Constitutionnel Protection des enfants",PUB,IRRECEVABLE,,,LU,,,,
1786,31/01/2021,"Concerne aide à la vie chère (double prime) ",PUB,IRRECEVABLE,,,LU,,,,
